recipe_name;image;time;calories;portions;ingredients;process
Имбирное печенье с глазурью;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/110816122021/161212123127/p_O.jpg;60;965;4;"Патока:100 г;Сахар:70 г;Сливочное масло:120 г;Куриное яйцо:1 штука;Пшеничная мука:320 г;Разрыхлитель:8 г;Молотый имбирь:10 г;Корица:5 г;Соль:щепотка;Яичный белок:1 штука;Сахарная пудра:300 г;";В небольшом сотейнике разогреть патоку, добавить сахар и масло, перемешать до однородности. Охладить.Взбить яйцо. Просеять вместе муку, разрыхлитель, соль и специи. Соединить все вместе. Накрыть тесто и оставить на ночь.Тонко раскатать часть теста и вырезать печенья при помощи формочек. Запечь в духовке, разогретой до 180 градусов, в течение 6-8 минут.Смешать белок с сахарной пудрой при помощи вилки до густоты. Положить глазурь в кондитерский мешок и украсить остывшие печенья. Мешок ставить в емкость с кульком из полотенца, так глазурь на будет вытекать и засыхать.
Гаспачо с винным уксусом;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120213180046/120213180200/p_O.jpg;30;276;4;"Помидоры:6 штук;Огурцы:1 штука;Чеснок:2 зубчика;Сладкий перец:1 штука;Вода:½ стакана;Оливковое масло:½ стакана;Винный уксус:3 столовые ложки;Соль:1 столовая ложка;";Очистить от кожуры и мелко нарезать помидоры и огурец. Болгарский перец разрезать на части и удалить семена.В большой миске соединить помидоры, огурец, мелко порубленный чеснок, болгарский перец, воду, оливковое масло, уксус и соль и как следует перемешать. Затем поместить смесь в блендер и размешать на высокой скорости. Можно закладывать смесь партиями, если необходимо.Полученное пюре переложить назад в миску, закрыть крышкой и оставить в холодильнике минимум на 4 часа.Перед подачей попробуйте суп и добавьте соли по своему вкусу.
Американские блинчики;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120213185439/120213185610/p_O.jpg;20;681;2;"Пшеничная мука:150 г;Кефир:200 мл;Сухие дрожжи:½ чайные ложки;Сливочное масло:20 г;Куриное яйцо:2 штуки;Сахар:½ стакана;Джем:по вкусу;";Смешайте муку, дрожжи и соль. В отдельной миске слегка взбейте кефир и яичные желтки.Влейте яично-кефирную массу в смесь сухих компонентов, добавьте туда же растопленное сливочное масло и тщательно перемешайте всё вместе до получения однородной, жидкой массы.В отдельной посуде взбейте белки с сахаром в пышную пену. Затем добавьте к основной массе в два приёма, помешивая тесто аккуратно сверху вниз.Нагрейте сковороду с антипригарным покрытием и выложите на неё ложкой дозы теста примерно по 50 мл. Блины должны жариться, пока края не поменяют цвет на золотистый (примерно 3 минуты), после чего блинчик можно переворачивать. С другого бока он обжаривается быстрее.
Тортильи;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120131085552/120214141735/p_O.jpg;30;356;4;"Пшеничная мука:2 стакана;Соль:1 чайная ложка;Свиное топленое сало:50 г;Вода:1 стакан;";Насыпать муку и соль в большую миску. Перетирать руками сало или маргарин с мукой до тех пор, пока масса не станет напоминать хлебные крошки.Тонкой струйкой вливать помешивая теплую воду до получения мягкого пластичного теста.Посыпать мукой доску, вымесить тесто, затем покрыть подогретой влажной салфеткой на 10 минут.Разделить тесто на 12 кусков, скатать из каждого шарик, а затем расплющить. Раскатать каждую лепешку скалкой, посыпанной мукой, в очень тонкие лепешки (чтобы просвечивала доска), стараясь сохранить круглую форму.Готовые тортильи выкладывать на тарелку, пересыпая мукой, чтобы не слиплись.Сильно раскалить сковороду, затем уменьшить огонь и аккуратно выложить тортилью. Жарить в течение 30 секунд, пока не запузырится, затем перевернуть и жарить еще 10 секунд.Перед использованием дать остыть. Тортильи сохраняют свежесть 2–3 дня. Для этого надо переложить тортильи квадратными промасленными кусками пергамента, закрыть все пленкой и положить в холодильник.
Сырный суп с курицей, шампиньонами и гренками;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/140924141243/141004173208/p_O.jpg;60;414;4;"Куриная грудка:500 г;Лук:1 штука;Морковь:1 штука;Картофель:3 штуки;Плавленый сырок:250 г;Белый хлеб:по вкусу;Свежие шампиньоны:400 г;Зелень:1 пучок;";В 3-х литровую кастрюлю положить куриную грудку, чищенный лук и морковь (целиком). После закипания варить минут 20–30. Затем курицу вынуть и нарезать кубиками, морковь и лук нам больше не понадобятся, их можно выкинуть.Картофель почистить и нарезать кубиками. Грибы нарезать и слегка обжарить (чтобы выкипела вода).В кипящий бульон добавить картофель. Варить 5–7 минут. Затем добавить грибы и курицу. Добавить сыр, если сыр брусочком потереть на крупной терке, либо нарезать маленькими кубиками, если в банке добавлять небольшими порциями, при этом помешивать бульон.Нарезать зелень, добавить в суп. Добавить соль, специи по вкусу. Через минуту выключить.А пока суп настаивается нарезать кубиками хлеб, положить на смазанный растительным маслом противень или сковороду, поставить на 5–10 минут в разогретую духовку (200 градусов). Гренки добавлять индивидуально в тарелку.
Пастицио;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120213182322/180620155942/p_O.jpg;60;840;8;"Оливковое масло:30 мл;Сливочное масло:140 г;Репчатый лук:1 головка;Говяжий фарш:700 г;Мускатный орех:по вкусу;Лавровый лист:1 штука;Корица:1 чайная ложка;Консервированные помидоры кусочками:400 г;Паста пенне:500 г;Пшеничная мука:100 г;Куриное яйцо:3 штуки;Молоко:1 л;Соль:по вкусу;Молотый черный перец:по вкусу;Тертый твердый сыр:100 г;";Измельченный лук обжарить на смеси оливкового и сливочного масла до прозрачности. Добавить фарш и готовить, помешивая, 5 минут, пока он не перестанет быть розовым.Добавить соль, перец, лавровый лист, мускатный орех, корицу и помидоры, перемешать, уменьшить огонь и готовить 10-15 минут, не накрывая крышкой. Затем снять с огня.Вскипятить подсоленную воду, бросить в нее макароны и варить на 3-4 минуты меньше, чем написано на упаковке. Затем слить воду и добавить к макаронам немного сливочного масла, чтобы они не слиплись.В глубоком сотейнике растопить 80 г масла, добавить муку, перемешать, влить молоко, готовить, помешивая венчиком, пока соус не начнет густеть. Затем снизить огонь до минимального, добавить яйца, взбить до однородной текстуры, снять с огня. Добавить соль, перец, мускатный орех, и тертый сыр.В форму для выпечки выложить половину макарон, на них равномерно распределить мясной соус, предварительно убрав из него лавровый лист, закрыть второй половиной макарон и покрыть их белым соусом. Выпекать в духовке, разогретой до 200 градусов, в течение 20 минут.
Тушеная тыква с травами;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120213181523/120213181656/p_O.jpg;40;326;4;"Тыква:1 кг;Сливочное масло:100 г;Соль:по вкусу;Молотый черный перец:по вкусу;Прованские травы:1 чайная ложка;Сахар:1 столовая ложка;Куриный бульон:300 мл;Сметана:100 г;";Нарезать тыкву кубиками.Растопить сливочное масло в глубокой сковороде.Добавить тыкву, прованские травы, сахар, соль и перец.Обжаривать тыкву, пока она не станет золотистой.Влить в сковороду с тыквой полтора стакана куриного бульона, накрыть крышкой и томить, дожидаясь, когда тыква станет мягкой.Периодически помешивать, проверять, чтобы жидкость сильно не испарялась, и в случае необходимости добавить воды.Когда тыква будет готова, снять сковороду с огня и оставить под крышкой на некоторое время.Непосредственно перед подачей на стол снять крышку и поставить сковороду на сильный огонь, так чтобы жидкость быстро испарилась, а тыква снизу слегка припеклась.Подавать со сметаной.
Простой куриный бульон;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120214131251/140824234958/p_O.jpg;60;727;4;"Репчатый лук:½ головки;Курица:1500 г;Морковь:1 штука;";Берете курицу, можете порезать ее на 2 или 4 части, а можете положить целиком в кастрюлю, наливаете воду в кастрюлю так, чтобы она покрыла курицу на 1,5–2 пальца. Довести до кипения.После закипания понизить огонь, снять пену, добавить крупно нарезанные лук и морковь.В процессе варки вода будет выкипать, и потому восполнить нужное вам количество жидкости можно, добавив горячей воды столько, сколько вам надо, только не забывайте пробовать бульон на соль.При приготовлении надо дать бульону закипеть, потом уменьшить газ и дальше варить на малом огне.
Индейка в медово-горчичном соусе;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/150215152606/150224020942/p_O.jpg;180;441;5;"Филе индейки:1,5 кг;Мед:150 г;Зернистая горчица:100 г;Уксус:2 столовые ложки;Растительное масло:2 столовые ложки;Соль:на кончике ножа;";Вымыть мясо. Проткнуть его в нескольких местах ножом (так мясо лучше пропитается маринадом), но не резать.Смешать мед, горчицу, уксус, масло и соль в миске.Переложить в миску мясо — оно должно быть почти всё покрыто маринадом. Оставить минимум на 2 часа, а ещё лучше — на ночь (лучше мясо несколько раз перевернуть — так оно тоже лучше пропитывается маринадом).Мясо переложить в форму, маринад перелить в чашку, оставляя его лишь чуть-чуть на донышке в самой форме. Форму накрыть фольгой — так мясо будет сочнее.Разогреть духовку до 250 градусов — 10 минут запекать индейку при такой температуре. Затем снизить температуру до 150-170 градусов. Запекать ещё 50 минут. Затем открыть фольгу, слегка полить индейку маринадом из чашки и оставить еще на 15 минут.Мясо готово. Порезать его ломтиками, полить маринадом из формы или из чашки — подавать на стол.
Сырный суп по-французски с плавленым сыром;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120214134655/140128005425/p_O.jpg;70;275;5;"Филе индейки:500 г;Плавленый сыр:200 г;Картофель:400 г;Лук:150 г;Морковь:180 г;Сливочное масло:по вкусу;Соль:по вкусу;Молотый черный перец:по вкусу;Зелень:по вкусу;Лавровый лист:по вкусу;";В кастрюлю на 3 л положить мясо и налить воды. Как только бульон начнет кипеть, добавить 1 чайную ложку соли, пару горошков душистого перца и черного, 2–3 листика лаврового листа. Варить от момента закипания 20 минут. Затем мясо вынуть.Картофель очистить и нарезать кубиками. Лук нарезать кубиками. Морковь натереть на терке. Мясо нарезать небольшими кусочками. Плавленый сыр (если в виде брусочка) натереть на терке или порезать кубиками.В кипящий бульон добавить картофель. С момента закипания варить 5–7 минут.В это время сделать слабую зажарку на сливочном масле. Сначала положить лук, затем морковь. Слегка посолить и поперчить. Готовую зажарку добавить в суп и варить еще 5–7 минут.Затем добавить нарезанное мясо. Варить 3–4 минуты, добавить плавленый сыр, хорошенько перемешать и выключить огонь.Перед подачей посыпать зеленью. По желанию подавать с гренками.
Шоколадные маффины;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/121124234750/190416114156/p_O.jpg;45;325;12;"Пшеничная мука:270 г;Какао-порошок:50 г;Сахар:200 г;Растительное масло:125 мл;Молоко:170 мл;Ванильный экстракт:1 чайная ложка;Куриное яйцо:2 штуки;Горький шоколад:100 г;Разрыхлитель:1 чайная ложка;";Просеять муку, разрыхлитель и какао и смешать их с сахаром в большой чаше.Взбить яйца с молоком, растительным маслом и ванилью. В сухой смеси сделать углубление, влить в нее жидкую смесь и замесить тесто деревянной ложкой.Нарезать шоколад небольшими кубиками и вмешать в тесто.Смазать формочки для маффинов маслом, заполнить их тестом на две трети и отправить в духовку, разогретую до 180 градусов, на 10–15 минут. Готовые маффины достать из духовки и оставить на 15 минут, затем достать их из форм и подавать.
Масала-чай;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/110825150222/170321131509/p_O.png;20;150;10;"Гвоздика:8 штук;Молотый кардамон:1 чайная ложка;Палочки корицы:1 штука;Молотый имбирь:1 чайная ложка;Молотый фенхель:1 чайная ложка;Черный листовой чай:6 чайных ложек;Молоко:1,3 л;Вода:1,5 л;Сахар:150 г;";Палочку корицы разрубить или наломать на крупные куски. Гвоздику грубо порубить.Воду вскипятить в большом сотейнике, добавить специи и кипятить 2 минуты на среднем огне.Добавить чайные листья и варить еще минуту, затем убавить огонь до минимального и варить еще 5 минут.Влить молоко, довести до кипения, увеличив огонь, снова убавить до минимума и варить 2 минуты.Снять сотейник с огня, добавить сахар и перемешать. Процедить чай через мелкое сито в чашку и подавать.
Индейка, запеченная под сыром с помидорами;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120515204458/120524164315/p_O.jpg;40;63;4;"Помидоры:2 штуки;Филе индейки:250 г;Соль:по вкусу;Сливочное масло:по вкусу;Тертый твердый сыр:по вкусу;Прованские травы:по вкусу;";Мясо нарезать плоскими кусочками той величины, которая вам подходит.Добавить сушеных трав и соли, натерев каждый кусочек руками этой смесью.Противень смазать сливочным маслом и выложить на него кусочки мяса на небольшом расстоянии друг от друга.Помидоры лучше использовать крепкие, чтобы не расползлись. Острым ножом нарезать их кружочками и разложить поверх мяса.Сыр натереть на мелкой терке (у меня — российский сыр) и посыпать каждый кусочек.Запекать в разогретой духовке 25–30 минут при 180 градусах (следить непременно, чтобы не подгорело и не поджарилось!!!).
Гречка со свининой в горшочке по-купечески;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/141020235636/141027112240/p_O.jpg;40;1234;4;"Лук:1 головка;Чеснок:2 зубчика;Сливочное масло:100 г;Растительное масло:2 столовые ложки;Соль:по вкусу;Молотый черный перец:по вкусу;Гречневая крупа:3 стакана;Свинина:1 кг;Морковь:2 штуки;Лавровый лист:4 штуки;";Свинину промываем и очищаем от лишнего жира. Нарезаем мелкими кусочками.Обжариваем мясо на растительном масле до румяной корочки. Выкладываем готовые кусочки свинины в 4 горшочка равными порциями. Масло, на котором жарилось мясо, оставляем, оно нам еще пригодится.Репчатый лук и морковь очищаем и моем. Лук мелко режем, морковь трем на крупной терке.Обжариваем лук и морковь на масле, в котором обжаривалась свинина. Пассеруем лук и морковь до полуготовности.В подготовленные горшочки выкладываем на обжаренное мясо пассерованный лук и морковь. Немного солим и перчим содержимое горшочков, а затем высыпаем гречку в каждый горшочек.Наливаем воды, чтобы она покрывала все содержимое горшочка. Еще немного солим и перчим. Кладем листик лаврового листа, добавляем чеснок, протертый через чеснокодавилку.Сверху кладем кусочек сливочного масла, а так как мы все знаем, что кашу маслом не испортишь, то кладем кусочек побольше.Ставим горшочки с гречкой и мясом в разогретую до 180 градусов духовку на 40 минут.
Оладушки на молоке;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/140310151157/140320121940/p_O.jpg;40;387;4;"Сахар:3 столовые ложки;Молоко:200 мл;Соль:по вкусу;Пшеничная мука:200 г;Куриное яйцо:1 штука;Растительное масло:50 мл;Уксус 9%-ный:½ чайные ложки;Сода:½ чайные ложки;";Муку, сахар и щепотку соли смешайте.Яйцо взбейте с молоком, добавьте гашеную уксусом соду. Добавьте муку. Замесите до однородной массы. Тесто должно получиться густым. По необходимости добавьте еще муки.Порциями примерно со столовую ложку вылейте тесто на раскаленную сковороду. Обжарьте оладушки с обеих сторон на среднем огне.
Кисло-сладкие куриные бедрышки с морковью и зеленью;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/110805171021/140524224330/p_O.jpg;75;636;4;"Соль:2 чайные ложки;Куриные бедра:8 штук;Паприка:1,3 чайных ложек;Молотая корица:¾ чайные ложки;Молотый черный перец:½ чайные ложки;Оливковое масло:1,5 столовых ложек;Репчатый лук:1 головка;Чеснок:5 зубчиков;Морковь:450 г;Вода:½ стакана;Мед:2 столовые ложки;Лимонный сок:¼ стакана;Рубленая петрушка:1 столовая ложка;Рубленая кинза (кориандр):1 столовая ложка;";Хорошо просушите бедрышки. В небольшой миске смешайте 1,5 чайные ложки соли, паприку, корицу и черный перец. Натрите смесью курицу.Разогрейте оливковое масло на сильном огне в большой сковороде, не до появления дымка. Жарьте курицу 2 порциями по 10 минут, постоянно переворачивая, до румяной корочки. Переложите на тарелку.Удалите лишний жир из сковороды, оставив 3 столовые ложки. Выложите нарезанный тонкими полукольцами лук и нарезанную по диагонали на небольшие кусочки морковь. Посыпьте оставшейся солью и перцем по вкусу и готовьте, помешивая, примерно 8-10 минут, пока лук не станет мягким и не начнет подрумяниваться. Добавьте измельченный чеснок и готовьте еще минуту.Верните курицу в сковороду, положив кожей вниз в овощи.В небольшой миске смешайте воду, лимонный сок и мед и вылейте в сковороду, сделайте маленький огонь, накройте крышкой и готовьте 25-30 минут, пока морковь и курица не станут мягкими. Посолите по вкусу и перед подачей посыпьте зеленью.
Курица в кефире;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/140111190442/140120022925/p_O.jpg;60;519;3;"Курица:800 г;Кефир:75 мл;Приправы:по вкусу;Соль:3 г;Молотый черный перец:по вкусу;";Курицу промыть, разрубить на порционные куски.Затем посыпать солью и щедро приправой для курицы.Кусочки курицы переложить в емкость для маринования и залить кефиром, чтобы он полностью покрыл мясо. Оставить мариноваться минимум на 2 часа.Затем переместить курицу в огнеупорную форму вместе с маринадом и запечь при 180 градусах около часа до румяной корочки.
Идеальная запеченная курица;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120723182135/181221152742/p_O.jpg;120;716;6;"Курица:1 штука;Соль:150 г;Тимьян:3 веточки;Чеснок:5 зубчиков;Лавровый лист:1 штука;Сливочное масло:100 г;Лимон:1 штука;Мед:50 г;Растительное масло:50 мл;";Вскипятить 3 литра воды, добавить 150 грамм соли, тимьян, целые зубчики чеснока, душистый перец и лавровый лист. Перемешать до растворения соли, снять с огня и дать остыть.Поместить курицу в рассол и убрать в холодильник на ночь.Размягченное сливочное масло смешать с цедрой одного лимона, солью и перцем. Достать курицу из рассола и обсушить ее бумажным полотенцем. Аккуратно поместить пряное масло курице под кожу в области грудки.Отправить курицу в духовку, разогретую до 180 градусов, на час-полтора, в зависимости от размера курицы. Через 30–40 минут после начала приготовления периодически заглядывать в духовку и поливать курицу выделившимися соками.Смешать мед с растительным маслом и смазать курицу этой смесью. Вернуть курицу в духовку еще на 10 минут. Чтобы проверить готовность курицы, проткнуть мясо в складке между бедром и грудкой и посмотреть какого цвета жидкость оттуда вытекает. Если жидкость прозрачная, значит курица готова.
Свинина с горчицей и пряностями;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120131083347/120213181144/p_O.jpg;40;473;3;"Анис (бадьян):по вкусу;Горчица:5 столовых ложек;Свиное филе:6 кусков;Кардамон:по вкусу;Корица:по вкусу;Соль:по вкусу;Подсолнечное масло:2 столовые ложки;";Разогреть духовку до 200 градусов.Кусочки свиного филе хорошенько отбить.Потолочь в ступке пряности. Смешать их с горчицей, солью и подсолнечным маслом.Смазать кусочки свинины горчичной смесью с обеих сторон. Выложить их на противень или в огнеупорную сковородку. Прикрыть сверху бумагой для запекания. Отправить в духовку.Свинина должна провести в духовке минут 20, затем бумагу нужно снять и запекать еще десять минут.
Омлетно-беконовый маффин на завтрак;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/121120172110/121124150826/p_O.jpg;30;595;3;"Куриное яйцо:6 штук;Помидоры:1 штука;Свежемолотый черный перец:по вкусу;Крупная морская соль:по вкусу;Бекон:12 кусков;";Разогревваем духовку до 180 градусов.Разбиваем яйца в миску и взбиваем веничком или вилкой как обычную заготовку для омлета.Добавляем к яйцам нарезанный мелко помидор, соль, перец. Хорошо перемешиваем.Берем железную форму для нескольких капкейков или маффинов (у меня их 6) и каждое гнездо выстилаем тонкими ломтиками бекона в один слой.Вливаем в каждую заготовку яичную смесь так, чтобы она немного (3–4 мм) не достигала краев формы (иначе яйцо будет подниматься и вытекать через край).Ставим в духовку и запекаем около 20 минут. Пропеченность омлета можно проверять так же, как и готовность любой выпечки — деревянной зубочисткой.
Чевапчичи из говядины;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120213175022/120213182345/p_O.jpg;20;647;3;"Говядина:500 г;Соль:2 чайные ложки;Репчатый лук:3 головки;Растительное масло:4 столовые ложки;Помидоры:4 штуки;Красный сладкий перец:2 штуки;Чеснок:3 зубчика;Молотый черный перец:по вкусу;";Говядину прокрутить через мясорубку, добавить полторы чайной ложки соли и перец по вкусу, тщательно перемешать и скатать из фарша небольшие колбаски длиной 5 см и примерно 2, 5 см в диаметре. (Должно получится 28-30 штук.)Обмазать говяжьи колбаски растительным масло и поджарить на решетке в гриле или на мангале. Время приготовления — 5-8 минут.Пока готовится мясо, нарезать кольцами лук и кружками помидоры, посыпать солью и черным перцем. Затем мелко порубить 3 зубчика чеснока и пасссеровать в растительном масле 2-3 минуты. В той же сковороде вместе с чесноком обжарить нарезанный дольками красный болгарский перец (4-5 минут).Разложить готовые чевапчичи на тарелки (из расчета 7-8 штук на порцию) и подавать вместе с жареным болгарским перцем, помидорами и луком.
Тыквенный суп со сливками;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120213182322/120213182548/p_O.jpg;25;145;4;"Овощной бульон:500 мл;Тыква баттернат-сквош:750 г;Репчатый лук:2 головки;Чеснок:2 зубчика;Мускатный орех:¼ чайные ложки;Сливки:3 столовые ложки;";В большую кастрюлю налейте бульон и 500 мл воды, доведите до кипения и добавьте нарезанную на небольшие кусочки тыкву, мелко нарезанные лук и чеснок, снова доведите до кипения. Уменьшите огонь и варите 15 минут до мягкости тыквы.Обсушите все овощи, сохранив бульон. Положите овощи в блендер и измельчите до состояния пюре, по необходимости добавив бульон до нужной вам консистенции. Добавьте мускат, соль и специи.Перелейте суп в 4 небольшие миски и положите немного сливок сверху в виде спирали. Подавайте с теплым хлебом.
Захер торте;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120131111838/120213175357/p_O.jpg;30;1310;4;"Вода:250 мл;Шоколад:300 г;Сливочное масло:125 г;Сахар:250 г;Куриное яйцо:3 штуки;Пшеничная мука:150 г;Какао-порошок:25 г;Миндаль:60 г;Абрикосовый джем:110 г;Сливки:160 мл;";Растопить 100 грамм шоколада с водой в маленькой миске, поставленной на кастрюлю с кипящей водой, остудить.Взбить масло с сахаром электрическим миксером, добавить по одному яйца, не переставая взбивать. Туда же добавить просеянную муку, какао, молотый миндаль и растопленный шоколад.Разогреть духовку до 180 градусов. Смазать жиром круглую форму для торта диаметром 23 см. Проложить пергаментом. Перелить смесь в подготовленную форму, запекать около часа до готовности.Пока торт выпекается, приготовить помадку. Помешивая, растопить 200 грамм шоколада и сливки в миске, поставленной на кастрюлю с кипящей водой.Готовому бисквиту дать постоять в духовке 10 минут, затем выложить на решетку и полностью остудить. Когда остынет, разрезать пополам, промазать джемом. Положить обратно на решетку и обмазать помадкой. Оставшуюся помадку разогреть и вылить сверху.
Быстрый капустный пирог;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120131090615/120213175356/p_O.jpg;30;642;4;"Сливочное масло:150 г;Сметана:1 банка;Сахар:1 столовая ложка;Куриное яйцо:3 штуки;Соль:по вкусу;Пшеничная мука:1 стакан;Сода:½ чайные ложки;Белокочанная капуста:1 кг;";Для приготовления теста растопить 150 г сливочного масла, добавить стакан сметаны (можно кефира), столовую ложку сахара, 1 яйцо, соль, половину чайной ложки погашенной соды и стакан муки. Перемешать.Половину теста выложить на сковороду. Сверху положить нашинкованную капусту, на нее — 2 вареных мелко нарубленных яйца и небольшие кусочки масла. Накрыть оставшимся тестом. Поставить пирог в духовку, разогретую до 200 градусов. Выпекать 30–40 минут.
Пюре;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/120213175433/1202131755191/p_O.jpg;45;249;6;"Соль:по вкусу;Молоко:250 мл;Сливочное масло:50 г;Картофель:1,2 кг;";Очистите картошку, порежьте на большие куски, положите в кастрюлю, добавьте холодной воды и чайную ложку соли. Вода должна покрывать весь картофель. Доведите до кипения, потом убавьте огонь и варите 20-30 минут, пока картошка не станет мягкой. Слейте воду.Растопите масло в другой кастрюле на медленном огне, добавьте картошку и разомните ее — лопаткой или специальным приспособлением. Когда масло полностью впитается, медленно вливайте горячее молоко, все время помешивая смесь деревянной лопаткой. Попробуйте, посолите, если нужно.Подавайте сразу — или сохраняйте теплым.
Мясные ежики;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/121108155046/190401130621/p_O.jpg;60;378;6;"Смешанный фарш:500 г;Длиннозерный рис:100 г;Репчатый лук:2 головки;Морковь:1 штука;Куриное яйцо:2 штуки;Томатная паста :50 г;Растительное масло:30 мл;Вода:250 мл;Соль:по вкусу;Молотый черный перец:по вкусу;";Измельчить одну луковицу и смешать ее с фаршем, туда же добавить рис, яйца, соль и перец по вкусу. Хорошо перемешать.Измельчить вторую луковицу, морковь натереть на крупной терке. Разогреть в глубокой сковороде растительное масло, обжарить лук, пока он не станет прозрачным, добавить морковь, жарить, помешивая, еще пару минут.Добавить к овощам томатную пасту, влить стакан воды, добавить немного соли и перемешать.Сформовать из фарша шарики одинакового размера, выложить их в сковороду, накрыть крышкой и готовить 30–40 минут на небольшом огне.
Ароматный плов из говядины;https://eda.ru/img/eda/c88x88/s1.eda.ru/StaticContent/Photos/130611145209/131211144942/p_O.jpg;90;465;5;"Говядина без кости:500 г;Круглый рис:300 г;Вода:550 мл;Лук:2 головки;Морковь:4 штуки;Куркума:1 чайная ложка;Семена кумина (зира) :1 чайная ложка;Молотый красный перец:¼ чайные ложки;Сушеный барбарис:1 столовая ложка;Молотый черный перец:по вкусу;Черный перец горошком:по вкусу;Соль:по вкусу;Молотая паприка:½ чайные ложки;Чеснок:1 головка;";Лук нарезать полукольцами.Морковь нашинковать брусочками.Мясо нарезать кусочками средней величины.В раскаленное подсолнечное масло поместить лук и обжарить до золотистой корочки.Добавить мясо и готовить 6–8 минут.Добавить к мясу морковь, готовить около 8 минут.Засыпать все необходимые специи, немного обжарить.Залить в казан около половины воды от общего необходимого объема, довести до кипения и готовить на медленном огне под закрытой крышкой около 30–40 минут.Рис хорошо промыть.После того, как мясо протушится, аккуратно засыпать рис и разровнять. Ничего не перемешивать!Аккуратно влить оставшуюся воду, накрыть крышкой и тушить около 40 минут.Плов на протяжении всего процесса приготовления не перемешивать!Периодически следить за рисом и, как только он впитает половину жидкости, вдавить в середину головку чеснока, накрыть крышкой и оставить готовиться дальше. Если необходимо, то аккуратно сделать в плове отверстия, чтобы лучше уходил пар.Когда плов будет готов, аккуратно перемешать его лопаточкой.
